id,id_predmet,id_ucenik,ocena,datum,vrsta
6078,16,88,3,2021-06-04,контролна вежба
6079,16,89,1,2020-11-19,контролна вежба
6080,16,89,3,2021-01-12,контролна вежба
6081,16,89,3,2021-02-23,контролна вежба
6082,16,89,3,2021-06-04,контролна вежба
6083,16,90,5,2020-11-19,контролна вежба
6084,16,90,4,2021-01-12,контролна вежба
6085,16,90,4,2021-02-23,контролна вежба
6086,16,90,5,2021-06-04,контролна вежба
6087,16,91,4,2020-11-19,контролна вежба
6088,16,91,4,2021-01-12,контролна вежба
6089,16,91,3,2021-02-23,контролна вежба
6090,16,91,5,2021-06-04,контролна вежба
6091,16,92,5,2020-11-19,контролна вежба
6092,16,92,3,2021-01-12,контролна вежба
6093,16,92,4,2021-02-23,контролна вежба
6094,16,92,3,2021-06-04,контролна вежба
6095,16,93,4,2020-11-19,контролна вежба
6096,16,93,5,2021-01-12,контролна вежба
6097,16,93,5,2021-02-23,контролна вежба
6098,16,93,5,2021-06-04,контролна вежба
6099,16,94,5,2020-11-19,контролна вежба
6100,16,94,5,2021-01-12,контролна вежба
6101,16,94,4,2021-02-23,контролна вежба
6102,16,94,5,2021-06-04,контролна вежба
6103,16,95,3,2020-11-19,контролна вежба
6104,16,95,3,2021-01-12,контролна вежба
6105,16,95,3,2021-02-23,контролна вежба
6106,16,95,3,2021-06-04,контролна вежба
6107,16,96,4,2020-11-19,контролна вежба
6108,16,96,4,2021-01-12,контролна вежба
6109,16,96,5,2021-02-23,контролна вежба
6110,16,96,4,2021-06-04,контролна вежба
6111,17,1,4,2020-11-07,контролна вежба
6112,17,1,3,2021-01-30,контролна вежба
6113,17,1,5,2021-03-07,контролна вежба
6114,17,1,3,2021-05-23,контролна вежба
6115,17,2,2,2020-11-07,контролна вежба
6116,17,2,2,2021-01-30,контролна вежба
6117,17,2,2,2021-03-07,контролна вежба
6118,17,2,3,2021-05-23,контролна вежба
6119,17,3,4,2020-11-07,контролна вежба
6120,17,3,5,2021-01-30,контролна вежба
6121,17,3,3,2021-03-07,контролна вежба
6122,17,3,3,2021-05-23,контролна вежба
6123,17,6,2,2020-11-07,контролна вежба
6124,17,6,3,2021-01-30,контролна вежба
6125,17,6,1,2021-03-07,контролна вежба
6126,17,6,1,2021-05-23,контролна вежба
6127,17,7,2,2020-11-07,контролна вежба
6128,17,7,2,2021-01-30,контролна вежба
6129,17,7,4,2021-03-07,контролна вежба
6130,17,7,4,2021-05-23,контролна вежба
6131,17,12,5,2020-11-07,контролна вежба
6132,17,12,4,2021-01-30,контролна вежба
6133,17,12,4,2021-03-07,контролна вежба
6134,17,12,3,2021-05-23,контролна вежба
6135,17,13,4,2020-11-07,контролна вежба
6136,17,13,4,2021-01-30,контролна вежба
6137,17,13,3,2021-03-07,контролна вежба
6138,17,13,5,2021-05-23,контролна вежба
6139,17,14,3,2020-11-07,контролна вежба
6140,17,14,4,2021-01-30,контролна вежба
6141,17,14,3,2021-03-07,контролна вежба
6142,17,14,5,2021-05-23,контролна вежба
6143,17,15,4,2020-11-07,контролна вежба
6144,17,15,5,2021-01-30,контролна вежба
6145,17,15,5,2021-03-07,контролна вежба
6146,17,15,4,2021-05-23,контролна вежба
6147,17,16,4,2020-11-07,контролна вежба
6148,17,16,4,2021-01-30,контролна вежба
6149,17,16,4,2021-03-07,контролна вежба
6150,17,16,5,2021-05-23,контролна вежба
6151,17,17,2,2020-11-07,контролна вежба
6152,17,17,2,2021-01-30,контролна вежба
6153,17,17,3,2021-03-07,контролна вежба
6154,17,17,3,2021-05-23,контролна вежба
6155,17,18,2,2020-11-07,контролна вежба
6156,17,18,2,2021-01-30,контролна вежба
6157,17,18,4,2021-03-07,контролна вежба
6158,17,18,3,2021-05-23,контролна вежба
6159,17,19,3,2020-11-07,контролна вежба
6160,17,19,3,2021-01-30,контролна вежба
6161,17,19,1,2021-03-07,контролна вежба
6162,17,19,2,2021-05-23,контролна вежба
6163,17,20,3,2020-11-07,контролна вежба
6164,17,20,3,2021-01-30,контролна вежба
6165,17,20,2,2021-03-07,контролна вежба
6166,17,20,2,2021-05-23,контролна вежба
6167,17,21,5,2020-11-07,контролна вежба
6168,17,21,3,2021-01-30,контролна вежба
6169,17,21,3,2021-03-07,контролна вежба
6170,17,21,4,2021-05-23,контролна вежба
6171,17,22,3,2020-11-07,контролна вежба
6172,17,22,4,2021-01-30,контролна вежба
6173,17,22,4,2021-03-07,контролна вежба
6174,17,22,4,2021-05-23,контролна вежба
6175,17,23,3,2020-11-07,контролна вежба
6176,17,23,5,2021-01-30,контролна вежба
6177,17,23,3,2021-03-07,контролна вежба
6178,17,23,5,2021-05-23,контролна вежба
6179,17,24,2,2020-11-07,контролна вежба
6180,17,24,3,2021-01-30,контролна вежба
6181,17,24,1,2021-03-07,контролна вежба
6182,17,24,3,2021-05-23,контролна вежба
6183,17,25,4,2020-11-07,контролна вежба
6184,17,25,5,2021-01-30,контролна вежба
6185,17,25,5,2021-03-07,контролна вежба
6186,17,25,4,2021-05-23,контролна вежба
6187,17,26,4,2020-11-07,контролна вежба
6188,17,26,5,2021-01-30,контролна вежба
6189,17,26,4,2021-03-07,контролна вежба
6190,17,26,5,2021-05-23,контролна вежба
6191,17,27,3,2020-11-07,контролна вежба
6192,17,27,2,2021-01-30,контролна вежба
6193,17,27,4,2021-03-07,контролна вежба
6194,17,27,3,2021-05-23,контролна вежба
6195,17,28,3,2020-11-07,контролна вежба
6196,17,28,3,2021-01-30,контролна вежба
6197,17,28,2,2021-03-07,контролна вежба
6198,17,28,4,2021-05-23,контролна вежба
6199,17,29,3,2020-11-07,контролна вежба
6200,17,29,4,2021-01-30,контролна вежба
6201,17,29,3,2021-03-07,контролна вежба
6202,17,29,2,2021-05-23,контролна вежба
6203,17,30,3,2020-11-07,контролна вежба
6204,17,30,2,2021-01-30,контролна вежба
6205,17,30,4,2021-03-07,контролна вежба
6206,17,30,2,2021-05-23,контролна вежба
6207,17,31,5,2020-11-07,контролна вежба
6208,17,31,5,2021-01-30,контролна вежба
6209,17,31,4,2021-03-07,контролна вежба
6210,17,31,4,2021-05-23,контролна вежба
6211,17,32,5,2020-11-07,контролна вежба
6212,17,32,4,2021-01-30,контролна вежба
6213,17,32,4,2021-03-07,контролна вежба
6214,17,32,4,2021-05-23,контролна вежба
6215,17,33,3,2020-11-07,контролна вежба
6216,17,33,1,2021-01-30,контролна вежба
6217,17,33,2,2021-03-07,контролна вежба
6218,17,33,3,2021-05-23,контролна вежба
6219,17,34,4,2020-11-07,контролна вежба
6220,17,34,5,2021-01-30,контролна вежба
6221,17,34,4,2021-03-07,контролна вежба
6222,17,34,5,2021-05-23,контролна вежба
6223,17,35,5,2020-11-07,контролна вежба
6224,17,35,3,2021-01-30,контролна вежба
6225,17,35,5,2021-03-07,контролна вежба
6226,17,35,5,2021-05-23,контролна вежба
6227,17,36,2,2020-11-07,контролна вежба
6228,17,36,2,2021-01-30,контролна вежба
6229,17,36,2,2021-03-07,контролна вежба
6230,17,36,2,2021-05-23,контролна вежба
6231,17,37,3,2020-11-07,контролна вежба
6232,17,37,1,2021-01-30,контролна вежба
6233,17,37,1,2021-03-07,контролна вежба
6234,17,37,1,2021-05-23,контролна вежба
6235,17,38,4,2020-11-07,контролна вежба
6236,17,38,2,2021-01-30,контролна вежба
6237,17,38,3,2021-03-07,контролна вежба
6238,17,38,4,2021-05-23,контролна вежба
6239,17,39,5,2020-11-07,контролна вежба
6240,17,39,5,2021-01-30,контролна вежба
6241,17,39,5,2021-03-07,контролна вежба
6242,17,39,5,2021-05-23,контролна вежба
6243,17,40,5,2020-11-07,контролна вежба
6244,17,40,4,2021-01-30,контролна вежба
6245,17,40,3,2021-03-07,контролна вежба
6246,17,40,3,2021-05-23,контролна вежба
6247,17,41,4,2020-11-07,контролна вежба
6248,17,41,2,2021-01-30,контролна вежба
6249,17,41,4,2021-03-07,контролна вежба
6250,17,41,2,2021-05-23,контролна вежба
6251,17,42,2,2020-11-07,контролна вежба
6252,17,42,3,2021-01-30,контролна вежба
6253,17,42,2,2021-03-07,контролна вежба
6254,17,42,4,2021-05-23,контролна вежба
6255,17,43,4,2020-11-07,контролна вежба
6256,17,43,3,2021-01-30,контролна вежба
6257,17,43,5,2021-03-07,контролна вежба
6258,17,43,5,2021-05-23,контролна вежба
6259,17,44,2,2020-11-07,контролна вежба
6260,17,44,2,2021-01-30,контролна вежба
6261,17,44,2,2021-03-07,контролна вежба
6262,17,44,3,2021-05-23,контролна вежба
6263,17,45,5,2020-11-07,контролна вежба
6264,17,45,5,2021-01-30,контролна вежба
6265,17,45,4,2021-03-07,контролна вежба
6266,17,45,4,2021-05-23,контролна вежба
6267,17,46,4,2020-11-07,контролна вежба
6268,17,46,4,2021-01-30,контролна вежба
6269,17,46,5,2021-03-07,контролна вежба
6270,17,46,3,2021-05-23,контролна вежба
6271,17,47,3,2020-11-07,контролна вежба
6272,17,47,4,2021-01-30,контролна вежба
6273,17,47,5,2021-03-07,контролна вежба
6274,17,47,5,2021-05-23,контролна вежба
6275,17,48,3,2020-11-07,контролна вежба
6276,17,48,1,2021-01-30,контролна вежба
6277,17,48,3,2021-03-07,контролна вежба
6278,17,48,1,2021-05-23,контролна вежба
6279,17,49,4,2020-11-07,контролна вежба
6280,17,49,2,2021-01-30,контролна вежба
6281,17,49,3,2021-03-07,контролна вежба
6282,17,49,3,2021-05-23,контролна вежба
6283,17,50,4,2020-11-07,контролна вежба
6284,17,50,5,2021-01-30,контролна вежба
6285,17,50,4,2021-03-07,контролна вежба
6286,17,50,5,2021-05-23,контролна вежба
6287,17,51,5,2020-11-07,контролна вежба
6288,17,51,5,2021-01-30,контролна вежба
6289,17,51,4,2021-03-07,контролна вежба
6290,17,51,4,2021-05-23,контролна вежба
6291,17,52,4,2020-11-07,контролна вежба
6292,17,52,5,2021-01-30,контролна вежба
6293,17,52,5,2021-03-07,контролна вежба
6294,17,52,4,2021-05-23,контролна вежба
6295,17,53,4,2020-11-07,контролна вежба
6296,17,53,5,2021-01-30,контролна вежба
6297,17,53,5,2021-03-07,контролна вежба
6298,17,53,4,2021-05-23,контролна вежба
6299,17,54,4,2020-11-07,контролна вежба
6300,17,54,5,2021-01-30,контролна вежба
6301,17,54,4,2021-03-07,контролна вежба
6302,17,54,4,2021-05-23,контролна вежба
6303,17,55,5,2020-11-07,контролна вежба
6304,17,55,3,2021-01-30,контролна вежба
6305,17,55,3,2021-03-07,контролна вежба
6306,17,55,5,2021-05-23,контролна вежба
6307,17,56,2,2020-11-07,контролна вежба
6308,17,56,3,2021-01-30,контролна вежба
6309,17,56,3,2021-03-07,контролна вежба
6310,17,56,3,2021-05-23,контролна вежба
6311,17,57,4,2020-11-07,контролна вежба
6312,17,57,5,2021-01-30,контролна вежба
6313,17,57,5,2021-03-07,контролна вежба
6314,17,57,5,2021-05-23,контролна вежба
6315,17,58,5,2020-11-07,контролна вежба
6316,17,58,4,2021-01-30,контролна вежба
6317,17,58,4,2021-03-07,контролна вежба
6318,17,58,5,2021-05-23,контролна вежба
6319,17,59,5,2020-11-07,контролна вежба
6320,17,59,4,2021-01-30,контролна вежба
6321,17,59,3,2021-03-07,контролна вежба
6322,17,59,3,2021-05-23,контролна вежба
6323,17,60,3,2020-11-07,контролна вежба
6324,17,60,3,2021-01-30,контролна вежба
6325,17,60,4,2021-03-07,контролна вежба
6326,17,60,5,2021-05-23,контролна вежба
6327,17,61,4,2020-11-07,контролна вежба
6328,17,61,3,2021-01-30,контролна вежба
6329,17,61,4,2021-03-07,контролна вежба
6330,17,61,3,2021-05-23,контролна вежба
6331,17,62,5,2020-11-07,контролна вежба
6332,17,62,4,2021-01-30,контролна вежба
6333,17,62,4,2021-03-07,контролна вежба
6334,17,62,5,2021-05-23,контролна вежба
6335,17,63,4,2020-11-07,контролна вежба
6336,17,63,3,2021-01-30,контролна вежба
6337,17,63,3,2021-03-07,контролна вежба
6338,17,63,3,2021-05-23,контролна вежба
6339,17,64,3,2020-11-07,контролна вежба
6340,17,64,1,2021-01-30,контролна вежба
6341,17,64,1,2021-03-07,контролна вежба
6342,17,64,3,2021-05-23,контролна вежба
6343,17,65,1,2020-11-07,контролна вежба
6344,17,65,2,2021-01-30,контролна вежба
6345,17,65,3,2021-03-07,контролна вежба
6346,17,65,2,2021-05-23,контролна вежба
6347,17,66,5,2020-11-07,контролна вежба
6348,17,66,5,2021-01-30,контролна вежба
6349,17,66,4,2021-03-07,контролна вежба
6350,17,66,5,2021-05-23,контролна вежба
6351,17,67,4,2020-11-07,контролна вежба
6352,17,67,5,2021-01-30,контролна вежба
6353,17,67,4,2021-03-07,контролна вежба
6354,17,67,3,2021-05-23,контролна вежба
6355,17,68,4,2020-11-07,контролна вежба
6356,17,68,5,2021-01-30,контролна вежба
6357,17,68,5,2021-03-07,контролна вежба
6358,17,68,3,2021-05-23,контролна вежба
6359,17,69,4,2020-11-07,контролна вежба
6360,17,69,3,2021-01-30,контролна вежба
6361,17,69,3,2021-03-07,контролна вежба
6362,17,69,3,2021-05-23,контролна вежба
6363,17,70,4,2020-11-07,контролна вежба
6364,17,70,2,2021-01-30,контролна вежба
6365,17,70,3,2021-03-07,контролна вежба
6366,17,70,2,2021-05-23,контролна вежба
6367,17,71,2,2020-11-07,контролна вежба
6368,17,71,1,2021-01-30,контролна вежба
6369,17,71,1,2021-03-07,контролна вежба
6370,17,71,1,2021-05-23,контролна вежба
6371,17,72,4,2020-11-07,контролна вежба
6372,17,72,5,2021-01-30,контролна вежба
6373,17,72,4,2021-03-07,контролна вежба
6374,17,72,3,2021-05-23,контролна вежба
6375,17,73,2,2020-11-07,контролна вежба
6376,17,73,4,2021-01-30,контролна вежба
6377,17,73,4,2021-03-07,контролна вежба
6378,17,73,4,2021-05-23,контролна вежба
6379,17,74,4,2020-11-07,контролна вежба
6380,17,74,5,2021-01-30,контролна вежба
6381,17,74,4,2021-03-07,контролна вежба
6382,17,74,5,2021-05-23,контролна вежба
6383,17,75,2,2020-11-07,контролна вежба
6384,17,75,1,2021-01-30,контролна вежба
6385,17,75,2,2021-03-07,контролна вежба
6386,17,75,2,2021-05-23,контролна вежба
6387,17,76,3,2020-11-07,контролна вежба
6388,17,76,3,2021-01-30,контролна вежба
6389,17,76,5,2021-03-07,контролна вежба
6390,17,76,3,2021-05-23,контролна вежба
6391,17,77,4,2020-11-07,контролна вежба
6392,17,77,3,2021-01-30,контролна вежба
6393,17,77,5,2021-03-07,контролна вежба
6394,17,77,3,2021-05-23,контролна вежба
6395,17,78,4,2020-11-07,контролна вежба
6396,17,78,4,2021-01-30,контролна вежба
6397,17,78,4,2021-03-07,контролна вежба
6398,17,78,4,2021-05-23,контролна вежба
6399,17,79,5,2020-11-07,контролна вежба
6400,17,79,5,2021-01-30,контролна вежба
6401,17,79,5,2021-03-07,контролна вежба
6402,17,79,5,2021-05-23,контролна вежба
6403,17,80,5,2020-11-07,контролна вежба
6404,17,80,4,2021-01-30,контролна вежба
6405,17,80,4,2021-03-07,контролна вежба
6406,17,80,5,2021-05-23,контролна вежба
6407,17,81,4,2020-11-07,контролна вежба
6408,17,81,4,2021-01-30,контролна вежба
6409,17,81,3,2021-03-07,контролна вежба
6410,17,81,5,2021-05-23,контролна вежба
6411,17,82,3,2020-11-07,контролна вежба
6412,17,82,5,2021-01-30,контролна вежба
6413,17,82,4,2021-03-07,контролна вежба
6414,17,82,3,2021-05-23,контролна вежба
6415,17,83,3,2020-11-07,контролна вежба
6416,17,83,2,2021-01-30,контролна вежба
6417,17,83,2,2021-03-07,контролна вежба
6418,17,83,2,2021-05-23,контролна вежба
6419,17,84,5,2020-11-07,контролна вежба
6420,17,84,5,2021-01-30,контролна вежба
6421,17,84,5,2021-03-07,контролна вежба
6422,17,84,3,2021-05-23,контролна вежба
6423,17,85,5,2020-11-07,контролна вежба
6424,17,85,5,2021-01-30,контролна вежба
6425,17,85,5,2021-03-07,контролна вежба
6426,17,85,4,2021-05-23,контролна вежба
6427,17,86,4,2020-11-07,контролна вежба
6428,17,86,5,2021-01-30,контролна вежба
6429,17,86,3,2021-03-07,контролна вежба
6430,17,86,3,2021-05-23,контролна вежба
6431,17,87,3,2020-11-07,контролна вежба
6432,17,87,3,2021-01-30,контролна вежба
6433,17,87,3,2021-03-07,контролна вежба
6434,17,87,2,2021-05-23,контролна вежба
6435,17,88,4,2020-11-07,контролна вежба
6436,17,88,4,2021-01-30,контролна вежба
6437,17,88,5,2021-03-07,контролна вежба
6438,17,88,5,2021-05-23,контролна вежба
6439,17,89,3,2020-11-07,контролна вежба
6440,17,89,4,2021-01-30,контролна вежба
6441,17,89,3,2021-03-07,контролна вежба
6442,17,89,4,2021-05-23,контролна вежба
6443,17,90,3,2020-11-07,контролна вежба
6444,17,90,3,2021-01-30,контролна вежба
6445,17,90,4,2021-03-07,контролна вежба
6446,17,90,2,2021-05-23,контролна вежба
6447,17,91,3,2020-11-07,контролна вежба
6448,17,91,5,2021-01-30,контролна вежба
6449,17,91,4,2021-03-07,контролна вежба
6450,17,91,3,2021-05-23,контролна вежба
6451,17,92,3,2020-11-07,контролна вежба
6452,17,92,2,2021-01-30,контролна вежба
6453,17,92,2,2021-03-07,контролна вежба
6454,17,92,2,2021-05-23,контролна вежба
6455,17,93,5,2020-11-07,контролна вежба
6456,17,93,4,2021-01-30,контролна вежба
6457,17,93,4,2021-03-07,контролна вежба
6458,17,93,5,2021-05-23,контролна вежба
6459,17,94,4,2020-11-07,контролна вежба
6460,17,94,5,2021-01-30,контролна вежба
6461,17,94,5,2021-03-07,контролна вежба
6462,17,94,4,2021-05-23,контролна вежба
6463,17,95,5,2020-11-07,контролна вежба
6464,17,95,5,2021-01-30,контролна вежба
6465,17,95,4,2021-03-07,контролна вежба
6466,17,95,5,2021-05-23,контролна вежба
6467,17,96,4,2020-11-07,контролна вежба
6468,17,96,5,2021-01-30,контролна вежба
6469,17,96,5,2021-03-07,контролна вежба
6470,17,96,4,2021-05-23,контролна вежба
6471,18,1,3,2020-11-05,контролна вежба
6472,18,1,4,2020-12-03,контролна вежба
6473,18,1,4,2021-03-29,контролна вежба
6474,18,1,3,2021-04-10,контролна вежба
6475,18,2,2,2020-11-05,контролна вежба
6476,18,2,4,2020-12-03,контролна вежба
6477,18,2,2,2021-03-29,контролна вежба
6478,18,2,2,2021-04-10,контролна вежба
6479,18,3,3,2020-11-05,контролна вежба
6480,18,3,4,2020-12-03,контролна вежба
6481,18,3,3,2021-03-29,контролна вежба
6482,18,3,4,2021-04-10,контролна вежба
6483,18,6,5,2020-11-05,контролна вежба
6484,18,6,4,2020-12-03,контролна вежба
6485,18,6,3,2021-03-29,контролна вежба
6486,18,6,4,2021-04-10,контролна вежба
6487,18,7,4,2020-11-05,контролна вежба
6488,18,7,2,2020-12-03,контролна вежба
6489,18,7,4,2021-03-29,контролна вежба
6490,18,7,3,2021-04-10,контролна вежба
6491,18,12,5,2020-11-05,контролна вежба
6492,18,12,5,2020-12-03,контролна вежба
6493,18,12,5,2021-03-29,контролна вежба
6494,18,12,4,2021-04-10,контролна вежба
6495,18,13,4,2020-11-05,контролна вежба
6496,18,13,5,2020-12-03,контролна вежба
6497,18,13,5,2021-03-29,контролна вежба
6498,18,13,5,2021-04-10,контролна вежба
6499,18,14,4,2020-11-05,контролна вежба
6500,18,14,4,2020-12-03,контролна вежба
6501,18,14,4,2021-03-29,контролна вежба
6502,18,14,4,2021-04-10,контролна вежба
6503,18,15,4,2020-11-05,контролна вежба
6504,18,15,3,2020-12-03,контролна вежба
6505,18,15,3,2021-03-29,контролна вежба
6506,18,15,3,2021-04-10,контролна вежба
6507,18,16,5,2020-11-05,контролна вежба
6508,18,16,4,2020-12-03,контролна вежба
6509,18,16,5,2021-03-29,контролна вежба
6510,18,16,4,2021-04-10,контролна вежба
6511,18,17,3,2020-11-05,контролна вежба
6512,18,17,4,2020-12-03,контролна вежба
6513,18,17,4,2021-03-29,контролна вежба
6514,18,17,2,2021-04-10,контролна вежба
6515,18,18,5,2020-11-05,контролна вежба
6516,18,18,3,2020-12-03,контролна вежба
6517,18,18,5,2021-03-29,контролна вежба
6518,18,18,5,2021-04-10,контролна вежба
6519,18,19,2,2020-11-05,контролна вежба
6520,18,19,2,2020-12-03,контролна вежба
6521,18,19,3,2021-03-29,контролна вежба
6522,18,19,2,2021-04-10,контролна вежба
6523,18,20,2,2020-11-05,контролна вежба
6524,18,20,3,2020-12-03,контролна вежба
6525,18,20,4,2021-03-29,контролна вежба
6526,18,20,3,2021-04-10,контролна вежба
6527,18,21,4,2020-11-05,контролна вежба
6528,18,21,4,2020-12-03,контролна вежба
6529,18,21,4,2021-03-29,контролна вежба
6530,18,21,4,2021-04-10,контролна вежба
6531,18,22,5,2020-11-05,контролна вежба
6532,18,22,4,2020-12-03,контролна вежба
6533,18,22,4,2021-03-29,контролна вежба
6534,18,22,4,2021-04-10,контролна вежба
6535,18,23,4,2020-11-05,контролна вежба
6536,18,23,4,2020-12-03,контролна вежба
6537,18,23,4,2021-03-29,контролна вежба
6538,18,23,4,2021-04-10,контролна вежба
6539,18,24,3,2020-11-05,контролна вежба
6540,18,24,3,2020-12-03,контролна вежба
6541,18,24,2,2021-03-29,контролна вежба
6542,18,24,2,2021-04-10,контролна вежба
6543,18,25,5,2020-11-05,контролна вежба
6544,18,25,5,2020-12-03,контролна вежба
6545,18,25,5,2021-03-29,контролна вежба
6546,18,25,5,2021-04-10,контролна вежба
6547,18,26,3,2020-11-05,контролна вежба
6548,18,26,4,2020-12-03,контролна вежба
6549,18,26,4,2021-03-29,контролна вежба
6550,18,26,2,2021-04-10,контролна вежба
6551,18,27,5,2020-11-05,контролна вежба
6552,18,27,4,2020-12-03,контролна вежба
6553,18,27,5,2021-03-29,контролна вежба
6554,18,27,5,2021-04-10,контролна вежба
6555,18,28,4,2020-11-05,контролна вежба
6556,18,28,4,2020-12-03,контролна вежба
6557,18,28,3,2021-03-29,контролна вежба
6558,18,28,4,2021-04-10,контролна вежба
6559,18,29,4,2020-11-05,контролна вежба
6560,18,29,4,2020-12-03,контролна вежба
6561,18,29,3,2021-03-29,контролна вежба
6562,18,29,3,2021-04-10,контролна вежба
6563,18,30,3,2020-11-05,контролна вежба
6564,18,30,5,2020-12-03,контролна вежба
6565,18,30,5,2021-03-29,контролна вежба
6566,18,30,3,2021-04-10,контролна вежба
6567,18,31,4,2020-11-05,контролна вежба
6568,18,31,2,2020-12-03,контролна вежба
6569,18,31,4,2021-03-29,контролна вежба
6570,18,31,4,2021-04-10,контролна вежба
6571,18,32,2,2020-11-05,контролна вежба
6572,18,32,3,2020-12-03,контролна вежба
6573,18,32,3,2021-03-29,контролна вежба
6574,18,32,3,2021-04-10,контролна вежба
6575,18,33,4,2020-11-05,контролна вежба
6576,18,33,5,2020-12-03,контролна вежба
6577,18,33,5,2021-03-29,контролна вежба
6578,18,33,3,2021-04-10,контролна вежба
6579,18,34,5,2020-11-05,контролна вежба
6580,18,34,4,2020-12-03,контролна вежба
6581,18,34,5,2021-03-29,контролна вежба
6582,18,34,5,2021-04-10,контролна вежба
6583,18,35,4,2020-11-05,контролна вежба
6584,18,35,4,2020-12-03,контролна вежба
6585,18,35,4,2021-03-29,контролна вежба
6586,18,35,4,2021-04-10,контролна вежба
6587,18,36,2,2020-11-05,контролна вежба
6588,18,36,2,2020-12-03,контролна вежба
6589,18,36,2,2021-03-29,контролна вежба
6590,18,36,2,2021-04-10,контролна вежба
6591,18,37,2,2020-11-05,контролна вежба
6592,18,37,3,2020-12-03,контролна вежба
6593,18,37,2,2021-03-29,контролна вежба
6594,18,37,2,2021-04-10,контролна вежба
6595,18,38,3,2020-11-05,контролна вежба
6596,18,38,3,2020-12-03,контролна вежба
6597,18,38,2,2021-03-29,контролна вежба
6598,18,38,3,2021-04-10,контролна вежба
6599,18,39,4,2020-11-05,контролна вежба
6600,18,39,5,2020-12-03,контролна вежба
6601,18,39,5,2021-03-29,контролна вежба
6602,18,39,4,2021-04-10,контролна вежба
6603,18,40,4,2020-11-05,контролна вежба
6604,18,40,5,2020-12-03,контролна вежба
6605,18,40,3,2021-03-29,контролна вежба
6606,18,40,5,2021-04-10,контролна вежба
6607,18,41,5,2020-11-05,контролна вежба
6608,18,41,5,2020-12-03,контролна вежба
6609,18,41,4,2021-03-29,контролна вежба
6610,18,41,4,2021-04-10,контролна вежба
6611,18,42,5,2020-11-05,контролна вежба
6612,18,42,5,2020-12-03,контролна вежба
6613,18,42,3,2021-03-29,контролна вежба
6614,18,42,5,2021-04-10,контролна вежба
6615,18,43,3,2020-11-05,контролна вежба
6616,18,43,4,2020-12-03,контролна вежба
6617,18,43,4,2021-03-29,контролна вежба
6618,18,43,4,2021-04-10,контролна вежба
6619,18,44,3,2020-11-05,контролна вежба
6620,18,44,2,2020-12-03,контролна вежба
6621,18,44,2,2021-03-29,контролна вежба
6622,18,44,2,2021-04-10,контролна вежба
6623,18,45,2,2020-11-05,контролна вежба
6624,18,45,2,2020-12-03,контролна вежба
6625,18,45,2,2021-03-29,контролна вежба
6626,18,45,2,2021-04-10,контролна вежба
6627,18,46,4,2020-11-05,контролна вежба
6628,18,46,4,2020-12-03,контролна вежба
6629,18,46,2,2021-03-29,контролна вежба
6630,18,46,3,2021-04-10,контролна вежба
6631,18,47,5,2020-11-05,контролна вежба
6632,18,47,4,2020-12-03,контролна вежба
6633,18,47,5,2021-03-29,контролна вежба
6634,18,47,4,2021-04-10,контролна вежба
6635,18,48,3,2020-11-05,контролна вежба
6636,18,48,3,2020-12-03,контролна вежба
6637,18,48,4,2021-03-29,контролна вежба
6638,18,48,2,2021-04-10,контролна вежба
6639,18,49,4,2020-11-05,контролна вежба
6640,18,49,3,2020-12-03,контролна вежба
6641,18,49,2,2021-03-29,контролна вежба
6642,18,49,3,2021-04-10,контролна вежба
6643,18,50,4,2020-11-05,контролна вежба
6644,18,50,5,2020-12-03,контролна вежба
6645,18,50,4,2021-03-29,контролна вежба
6646,18,50,5,2021-04-10,контролна вежба
6647,18,51,4,2020-11-05,контролна вежба
6648,18,51,5,2020-12-03,контролна вежба
6649,18,51,5,2021-03-29,контролна вежба
6650,18,51,4,2021-04-10,контролна вежба
6651,18,52,5,2020-11-05,контролна вежба
6652,18,52,4,2020-12-03,контролна вежба
6653,18,52,3,2021-03-29,контролна вежба
6654,18,52,5,2021-04-10,контролна вежба
6655,18,53,4,2020-11-05,контролна вежба
6656,18,53,4,2020-12-03,контролна вежба
6657,18,53,4,2021-03-29,контролна вежба
6658,18,53,3,2021-04-10,контролна вежба
6659,18,54,2,2020-11-05,контролна вежба
6660,18,54,3,2020-12-03,контролна вежба
6661,18,54,3,2021-03-29,контролна вежба
6662,18,54,2,2021-04-10,контролна вежба
6663,18,55,4,2020-11-05,контролна вежба
6664,18,55,4,2020-12-03,контролна вежба
6665,18,55,4,2021-03-29,контролна вежба
6666,18,55,4,2021-04-10,контролна вежба
6667,18,56,5,2020-11-05,контролна вежба
6668,18,56,4,2020-12-03,контролна вежба
6669,18,56,4,2021-03-29,контролна вежба
6670,18,56,3,2021-04-10,контролна вежба
6671,18,57,4,2020-11-05,контролна вежба
6672,18,57,5,2020-12-03,контролна вежба
6673,18,57,4,2021-03-29,контролна вежба
6674,18,57,4,2021-04-10,контролна вежба
6675,18,58,4,2020-11-05,контролна вежба
6676,18,58,3,2020-12-03,контролна вежба
6677,18,58,3,2021-03-29,контролна вежба
6678,18,58,5,2021-04-10,контролна вежба
6679,18,59,4,2020-11-05,контролна вежба
6680,18,59,2,2020-12-03,контролна вежба
6681,18,59,4,2021-03-29,контролна вежба
6682,18,59,2,2021-04-10,контролна вежба
6683,18,60,5,2020-11-05,контролна вежба
6684,18,60,4,2020-12-03,контролна вежба
