id,id_ucenik,datum,cas,status
2874,112,2020-11-20,6,оправдан
2875,6,2020-11-20,1,оправдан
2876,6,2020-11-20,2,оправдан
2877,6,2020-11-20,3,оправдан
2878,6,2020-11-20,4,оправдан
2879,6,2020-11-20,5,оправдан
2880,6,2020-11-20,6,оправдан
2881,326,2020-11-20,1,оправдан
2882,326,2020-11-20,2,оправдан
2883,326,2020-11-20,3,оправдан
2884,326,2020-11-20,4,оправдан
2885,326,2020-11-20,5,оправдан
2886,326,2020-11-20,6,оправдан
2887,9,2020-11-20,1,оправдан
2888,9,2020-11-20,2,оправдан
2889,9,2020-11-20,3,оправдан
2890,9,2020-11-20,4,оправдан
2891,9,2020-11-20,5,оправдан
2892,9,2020-11-20,6,оправдан
2893,170,2020-11-20,1,оправдан
2894,170,2020-11-20,2,оправдан
2895,170,2020-11-20,3,оправдан
2896,170,2020-11-20,4,оправдан
2897,170,2020-11-20,5,оправдан
2898,170,2020-11-20,6,оправдан
2899,132,2020-11-20,1,оправдан
2900,132,2020-11-20,2,оправдан
2901,132,2020-11-20,3,оправдан
2902,132,2020-11-20,4,оправдан
2903,132,2020-11-20,5,оправдан
2904,132,2020-11-20,6,оправдан
2905,309,2020-11-20,1,оправдан
2906,309,2020-11-20,2,оправдан
2907,309,2020-11-20,3,оправдан
2908,309,2020-11-20,4,оправдан
2909,309,2020-11-20,5,оправдан
2910,309,2020-11-20,6,оправдан
2911,150,2020-11-20,1,оправдан
2912,150,2020-11-20,2,оправдан
2913,150,2020-11-20,3,оправдан
2914,150,2020-11-20,4,оправдан
2915,150,2020-11-20,5,оправдан
2916,150,2020-11-20,6,оправдан
2917,192,2020-11-23,1,оправдан
2918,192,2020-11-23,2,оправдан
2919,192,2020-11-23,3,оправдан
2920,192,2020-11-23,4,оправдан
2921,192,2020-11-23,5,оправдан
2922,192,2020-11-23,6,оправдан
2923,192,2020-11-23,7,оправдан
2924,161,2020-11-23,1,оправдан
2925,161,2020-11-23,2,оправдан
2926,161,2020-11-23,3,оправдан
2927,161,2020-11-23,4,оправдан
2928,161,2020-11-23,5,оправдан
2929,161,2020-11-23,6,оправдан
2930,161,2020-11-23,7,оправдан
2931,275,2020-11-23,1,оправдан
2932,275,2020-11-23,2,оправдан
2933,275,2020-11-23,3,оправдан
2934,275,2020-11-23,4,оправдан
2935,275,2020-11-23,5,оправдан
2936,275,2020-11-23,6,оправдан
2937,275,2020-11-23,7,оправдан
2938,230,2020-11-23,1,оправдан
2939,230,2020-11-23,2,оправдан
2940,230,2020-11-23,3,оправдан
2941,230,2020-11-23,4,оправдан
2942,230,2020-11-23,5,оправдан
2943,230,2020-11-23,6,оправдан
2944,230,2020-11-23,7,оправдан
2945,30,2020-11-23,1,оправдан
2946,30,2020-11-23,2,оправдан
2947,30,2020-11-23,3,оправдан
2948,30,2020-11-23,4,оправдан
2949,30,2020-11-23,5,оправдан
2950,30,2020-11-23,6,оправдан
2951,30,2020-11-23,7,оправдан
2952,98,2020-11-23,1,оправдан
2953,98,2020-11-23,2,оправдан
2954,98,2020-11-23,3,оправдан
2955,98,2020-11-23,4,оправдан
2956,98,2020-11-23,5,оправдан
2957,98,2020-11-23,6,оправдан
2958,98,2020-11-23,7,оправдан
2959,45,2020-11-23,1,оправдан
2960,45,2020-11-23,2,оправдан
2961,45,2020-11-23,3,оправдан
2962,45,2020-11-23,4,оправдан
2963,45,2020-11-23,5,оправдан
2964,45,2020-11-23,6,оправдан
2965,45,2020-11-23,7,оправдан
2966,140,2020-11-23,1,оправдан
2967,140,2020-11-23,2,оправдан
2968,140,2020-11-23,3,оправдан
2969,140,2020-11-23,4,оправдан
2970,140,2020-11-23,5,оправдан
2971,140,2020-11-23,6,оправдан
2972,140,2020-11-23,7,оправдан
2973,239,2020-11-23,1,оправдан
2974,239,2020-11-23,2,оправдан
2975,239,2020-11-23,3,оправдан
2976,239,2020-11-23,4,оправдан
2977,239,2020-11-23,5,оправдан
2978,239,2020-11-23,6,оправдан
2979,239,2020-11-23,7,оправдан
2980,71,2020-11-23,1,оправдан
2981,71,2020-11-23,2,оправдан
2982,71,2020-11-23,3,оправдан
2983,71,2020-11-23,4,оправдан
2984,71,2020-11-23,5,оправдан
2985,71,2020-11-23,6,оправдан
2986,71,2020-11-23,7,оправдан
2987,213,2020-11-24,1,оправдан
2988,213,2020-11-24,2,оправдан
2989,213,2020-11-24,3,оправдан
2990,213,2020-11-24,4,оправдан
2991,213,2020-11-24,5,оправдан
2992,213,2020-11-24,6,оправдан
2993,237,2020-11-24,1,оправдан
2994,237,2020-11-24,2,оправдан
2995,237,2020-11-24,3,оправдан
2996,237,2020-11-24,4,оправдан
2997,237,2020-11-24,5,оправдан
2998,237,2020-11-24,6,оправдан
2999,268,2020-11-24,1,оправдан
3000,268,2020-11-24,2,оправдан
3001,268,2020-11-24,3,оправдан
3002,268,2020-11-24,4,оправдан
3003,268,2020-11-24,5,оправдан
3004,268,2020-11-24,6,оправдан
3005,282,2020-11-24,1,оправдан
3006,282,2020-11-24,2,оправдан
3007,282,2020-11-24,3,оправдан
3008,282,2020-11-24,4,оправдан
3009,282,2020-11-24,5,оправдан
3010,282,2020-11-24,6,оправдан
3011,71,2020-11-24,1,оправдан
3012,71,2020-11-24,2,оправдан
3013,71,2020-11-24,3,оправдан
3014,71,2020-11-24,4,оправдан
3015,71,2020-11-24,5,оправдан
3016,71,2020-11-24,6,оправдан
3017,276,2020-11-24,1,оправдан
3018,276,2020-11-24,2,оправдан
3019,276,2020-11-24,3,оправдан
3020,276,2020-11-24,4,оправдан
3021,276,2020-11-24,5,оправдан
3022,276,2020-11-24,6,оправдан
3023,185,2020-11-24,1,оправдан
3024,185,2020-11-24,2,оправдан
3025,185,2020-11-24,3,оправдан
3026,185,2020-11-24,4,оправдан
3027,185,2020-11-24,5,оправдан
3028,185,2020-11-24,6,оправдан
3029,75,2020-11-24,1,оправдан
3030,75,2020-11-24,2,оправдан
3031,75,2020-11-24,3,оправдан
3032,75,2020-11-24,4,оправдан
3033,75,2020-11-24,5,оправдан
3034,75,2020-11-24,6,оправдан
3035,98,2020-11-24,1,оправдан
3036,98,2020-11-24,2,оправдан
3037,98,2020-11-24,3,оправдан
3038,98,2020-11-24,4,оправдан
3039,98,2020-11-24,5,оправдан
3040,98,2020-11-24,6,оправдан
3041,79,2020-11-25,1,оправдан
3042,79,2020-11-25,2,оправдан
3043,79,2020-11-25,3,оправдан
3044,79,2020-11-25,4,оправдан
3045,79,2020-11-25,5,оправдан
3046,79,2020-11-25,6,оправдан
3047,79,2020-11-25,7,оправдан
3048,201,2020-11-25,1,оправдан
3049,201,2020-11-25,2,оправдан
3050,201,2020-11-25,3,оправдан
3051,201,2020-11-25,4,оправдан
3052,201,2020-11-25,5,оправдан
3053,201,2020-11-25,6,оправдан
3054,201,2020-11-25,7,оправдан
3055,65,2020-11-25,1,оправдан
3056,65,2020-11-25,2,оправдан
3057,65,2020-11-25,3,оправдан
3058,65,2020-11-25,4,оправдан
3059,65,2020-11-25,5,оправдан
3060,65,2020-11-25,6,оправдан
3061,65,2020-11-25,7,оправдан
3062,42,2020-11-25,1,оправдан
3063,42,2020-11-25,2,оправдан
3064,42,2020-11-25,3,оправдан
3065,42,2020-11-25,4,оправдан
3066,42,2020-11-25,5,оправдан
3067,42,2020-11-25,6,оправдан
3068,42,2020-11-25,7,оправдан
3069,134,2020-11-25,1,оправдан
3070,134,2020-11-25,2,оправдан
3071,134,2020-11-25,3,оправдан
3072,134,2020-11-25,4,оправдан
3073,134,2020-11-25,5,оправдан
3074,134,2020-11-25,6,оправдан
3075,134,2020-11-25,7,оправдан
3076,14,2020-11-25,1,оправдан
3077,14,2020-11-25,2,оправдан
3078,14,2020-11-25,3,оправдан
3079,14,2020-11-25,4,оправдан
3080,14,2020-11-25,5,оправдан
3081,14,2020-11-25,6,оправдан
3082,14,2020-11-25,7,оправдан
3083,257,2020-11-25,1,оправдан
3084,257,2020-11-25,2,оправдан
3085,257,2020-11-25,3,оправдан
3086,257,2020-11-25,4,оправдан
3087,257,2020-11-25,5,оправдан
3088,257,2020-11-25,6,оправдан
3089,257,2020-11-25,7,оправдан
3090,149,2020-11-25,1,оправдан
3091,149,2020-11-25,2,оправдан
3092,149,2020-11-25,3,оправдан
3093,149,2020-11-25,4,оправдан
3094,149,2020-11-25,5,оправдан
3095,149,2020-11-25,6,оправдан
3096,149,2020-11-25,7,оправдан
3097,175,2020-11-26,1,оправдан
3098,175,2020-11-26,2,оправдан
3099,175,2020-11-26,3,оправдан
3100,175,2020-11-26,4,оправдан
3101,175,2020-11-26,5,оправдан
3102,175,2020-11-26,6,оправдан
3103,175,2020-11-26,7,оправдан
3104,262,2020-11-26,1,оправдан
3105,262,2020-11-26,2,оправдан
3106,262,2020-11-26,3,оправдан
3107,262,2020-11-26,4,оправдан
3108,262,2020-11-26,5,оправдан
3109,262,2020-11-26,6,оправдан
3110,262,2020-11-26,7,оправдан
3111,53,2020-11-26,1,оправдан
3112,53,2020-11-26,2,оправдан
3113,53,2020-11-26,3,оправдан
3114,53,2020-11-26,4,оправдан
3115,53,2020-11-26,5,оправдан
3116,53,2020-11-26,6,оправдан
3117,53,2020-11-26,7,оправдан
3118,234,2020-11-26,1,оправдан
3119,234,2020-11-26,2,оправдан
3120,234,2020-11-26,3,оправдан
3121,234,2020-11-26,4,оправдан
3122,234,2020-11-26,5,оправдан
3123,234,2020-11-26,6,оправдан
3124,234,2020-11-26,7,оправдан
3125,223,2020-11-26,1,оправдан
3126,223,2020-11-26,2,оправдан
3127,223,2020-11-26,3,оправдан
3128,223,2020-11-26,4,оправдан
3129,223,2020-11-26,5,оправдан
3130,223,2020-11-26,6,оправдан
3131,223,2020-11-26,7,оправдан
3132,293,2020-11-26,1,оправдан
3133,293,2020-11-26,2,оправдан
3134,293,2020-11-26,3,оправдан
3135,293,2020-11-26,4,оправдан
3136,293,2020-11-26,5,оправдан
3137,293,2020-11-26,6,оправдан
3138,293,2020-11-26,7,оправдан
3139,189,2020-11-26,1,оправдан
3140,189,2020-11-26,2,оправдан
3141,189,2020-11-26,3,оправдан
3142,189,2020-11-26,4,оправдан
3143,189,2020-11-26,5,оправдан
3144,189,2020-11-26,6,оправдан
3145,189,2020-11-26,7,оправдан
3146,346,2020-11-26,1,оправдан
3147,346,2020-11-26,2,оправдан
3148,346,2020-11-26,3,оправдан
3149,346,2020-11-26,4,оправдан
3150,346,2020-11-26,5,оправдан
3151,346,2020-11-26,6,оправдан
3152,346,2020-11-26,7,оправдан
3153,16,2020-11-26,1,оправдан
3154,16,2020-11-26,2,оправдан
3155,16,2020-11-26,3,оправдан
3156,16,2020-11-26,4,оправдан
3157,16,2020-11-26,5,оправдан
3158,16,2020-11-26,6,оправдан
3159,16,2020-11-26,7,оправдан
3160,148,2020-11-27,1,оправдан
3161,148,2020-11-27,2,оправдан
3162,148,2020-11-27,3,оправдан
3163,148,2020-11-27,4,оправдан
3164,148,2020-11-27,5,оправдан
3165,148,2020-11-27,6,оправдан
3166,148,2020-11-27,7,оправдан
3167,132,2020-11-27,1,оправдан
3168,132,2020-11-27,2,оправдан
3169,132,2020-11-27,3,оправдан
3170,132,2020-11-27,4,оправдан
3171,132,2020-11-27,5,оправдан
3172,132,2020-11-27,6,оправдан
3173,132,2020-11-27,7,оправдан
3174,79,2020-11-27,1,оправдан
3175,79,2020-11-27,2,оправдан
3176,79,2020-11-27,3,оправдан
3177,79,2020-11-27,4,оправдан
3178,79,2020-11-27,5,оправдан
3179,79,2020-11-27,6,оправдан
3180,79,2020-11-27,7,оправдан
3181,140,2020-11-27,1,оправдан
3182,140,2020-11-27,2,оправдан
3183,140,2020-11-27,3,оправдан
3184,140,2020-11-27,4,оправдан
3185,140,2020-11-27,5,оправдан
3186,140,2020-11-27,6,оправдан
3187,140,2020-11-27,7,оправдан
3188,272,2020-11-27,1,оправдан
3189,272,2020-11-27,2,оправдан
3190,272,2020-11-27,3,оправдан
3191,272,2020-11-27,4,оправдан
3192,272,2020-11-27,5,оправдан
3193,272,2020-11-27,6,оправдан
3194,272,2020-11-27,7,оправдан
3195,341,2020-11-27,1,оправдан
3196,341,2020-11-27,2,оправдан
3197,341,2020-11-27,3,оправдан
3198,341,2020-11-27,4,оправдан
3199,341,2020-11-27,5,оправдан
3200,341,2020-11-27,6,оправдан
3201,341,2020-11-27,7,оправдан
3202,265,2020-11-30,1,оправдан
3203,265,2020-11-30,2,оправдан
3204,265,2020-11-30,3,оправдан
3205,265,2020-11-30,4,оправдан
3206,265,2020-11-30,5,оправдан
3207,265,2020-11-30,6,оправдан
3208,58,2020-11-30,1,оправдан
3209,58,2020-11-30,2,оправдан
3210,58,2020-11-30,3,оправдан
3211,58,2020-11-30,4,оправдан
3212,58,2020-11-30,5,оправдан
3213,58,2020-11-30,6,оправдан
3214,338,2020-11-30,1,оправдан
3215,338,2020-11-30,2,оправдан
3216,338,2020-11-30,3,оправдан
3217,338,2020-11-30,4,оправдан
3218,338,2020-11-30,5,оправдан
3219,338,2020-11-30,6,оправдан
3220,131,2020-11-30,1,оправдан
3221,131,2020-11-30,2,оправдан
3222,131,2020-11-30,3,оправдан
3223,131,2020-11-30,4,оправдан
3224,131,2020-11-30,5,оправдан
3225,131,2020-11-30,6,оправдан
3226,322,2020-11-30,1,оправдан
3227,322,2020-11-30,2,оправдан
3228,322,2020-11-30,3,оправдан
3229,322,2020-11-30,4,оправдан
3230,322,2020-11-30,5,оправдан
3231,322,2020-11-30,6,оправдан
3232,241,2020-11-30,1,оправдан
3233,241,2020-11-30,2,оправдан
3234,241,2020-11-30,3,оправдан
3235,241,2020-11-30,4,оправдан
3236,241,2020-11-30,5,оправдан
3237,241,2020-11-30,6,оправдан
3238,211,2020-11-30,1,оправдан
3239,211,2020-11-30,2,оправдан
3240,211,2020-11-30,3,оправдан
3241,211,2020-11-30,4,оправдан
3242,211,2020-11-30,5,оправдан
3243,211,2020-11-30,6,оправдан
3244,293,2020-11-30,1,оправдан
3245,293,2020-11-30,2,оправдан
3246,293,2020-11-30,3,оправдан
3247,293,2020-11-30,4,оправдан
3248,293,2020-11-30,5,оправдан
3249,293,2020-11-30,6,оправдан
3250,2,2020-11-30,1,оправдан
3251,2,2020-11-30,2,оправдан
3252,2,2020-11-30,3,оправдан
3253,2,2020-11-30,4,оправдан
3254,2,2020-11-30,5,оправдан
3255,2,2020-11-30,6,оправдан
3256,337,2020-11-30,1,оправдан
3257,337,2020-11-30,2,оправдан
3258,337,2020-11-30,3,оправдан
3259,337,2020-11-30,4,оправдан
3260,337,2020-11-30,5,оправдан
3261,337,2020-11-30,6,оправдан
3262,161,2020-12-01,1,оправдан
3263,161,2020-12-01,2,оправдан
3264,161,2020-12-01,3,оправдан
3265,161,2020-12-01,4,оправдан
3266,161,2020-12-01,5,оправдан
3267,161,2020-12-01,6,оправдан
3268,161,2020-12-01,7,оправдан
3269,174,2020-12-01,1,оправдан
3270,174,2020-12-01,2,оправдан
3271,174,2020-12-01,3,оправдан
3272,174,2020-12-01,4,оправдан
3273,174,2020-12-01,5,оправдан
3274,174,2020-12-01,6,оправдан
3275,174,2020-12-01,7,оправдан
3276,313,2020-12-01,1,оправдан
3277,313,2020-12-01,2,оправдан
3278,313,2020-12-01,3,оправдан
3279,313,2020-12-01,4,оправдан
3280,313,2020-12-01,5,оправдан
3281,313,2020-12-01,6,оправдан
3282,313,2020-12-01,7,оправдан
3283,302,2020-12-01,1,оправдан
3284,302,2020-12-01,2,оправдан
3285,302,2020-12-01,3,оправдан
3286,302,2020-12-01,4,оправдан
3287,302,2020-12-01,5,оправдан
3288,302,2020-12-01,6,оправдан
3289,302,2020-12-01,7,оправдан
3290,209,2020-12-01,1,оправдан
3291,209,2020-12-01,2,оправдан
3292,209,2020-12-01,3,оправдан
3293,209,2020-12-01,4,оправдан
3294,209,2020-12-01,5,оправдан
3295,209,2020-12-01,6,оправдан
3296,209,2020-12-01,7,оправдан
3297,324,2020-12-01,1,оправдан
3298,324,2020-12-01,2,оправдан
3299,324,2020-12-01,3,оправдан
3300,324,2020-12-01,4,оправдан
3301,324,2020-12-01,5,оправдан
3302,324,2020-12-01,6,оправдан
3303,324,2020-12-01,7,оправдан
3304,329,2020-12-02,1,оправдан
3305,329,2020-12-02,2,оправдан
3306,329,2020-12-02,3,оправдан
3307,329,2020-12-02,4,оправдан
3308,329,2020-12-02,5,оправдан
3309,329,2020-12-02,6,оправдан
3310,188,2020-12-02,1,оправдан
3311,188,2020-12-02,2,оправдан
3312,188,2020-12-02,3,оправдан
3313,188,2020-12-02,4,оправдан
3314,188,2020-12-02,5,оправдан
3315,188,2020-12-02,6,оправдан
3316,235,2020-12-02,1,оправдан
3317,235,2020-12-02,2,оправдан
3318,235,2020-12-02,3,оправдан
3319,235,2020-12-02,4,оправдан
3320,235,2020-12-02,5,оправдан
3321,235,2020-12-02,6,оправдан
3322,130,2020-12-02,1,оправдан
3323,130,2020-12-02,2,оправдан
3324,130,2020-12-02,3,оправдан
3325,130,2020-12-02,4,оправдан
3326,130,2020-12-02,5,оправдан
3327,130,2020-12-02,6,оправдан
3328,284,2020-12-02,1,оправдан
3329,284,2020-12-02,2,оправдан
3330,284,2020-12-02,3,оправдан
3331,284,2020-12-02,4,оправдан
3332,284,2020-12-02,5,оправдан
3333,284,2020-12-02,6,оправдан
3334,61,2020-12-02,1,оправдан
3335,61,2020-12-02,2,оправдан
3336,61,2020-12-02,3,оправдан
3337,61,2020-12-02,4,оправдан
3338,61,2020-12-02,5,оправдан
3339,61,2020-12-02,6,оправдан
3340,167,2020-12-02,1,оправдан
3341,167,2020-12-02,2,оправдан
3342,167,2020-12-02,3,оправдан
3343,167,2020-12-02,4,оправдан
3344,167,2020-12-02,5,оправдан
3345,167,2020-12-02,6,оправдан
3346,88,2020-12-02,1,оправдан
3347,88,2020-12-02,2,оправдан
3348,88,2020-12-02,3,оправдан
3349,88,2020-12-02,4,оправдан
3350,88,2020-12-02,5,оправдан
3351,88,2020-12-02,6,оправдан
3352,18,2020-12-03,1,оправдан
3353,18,2020-12-03,2,оправдан
3354,18,2020-12-03,3,оправдан
3355,18,2020-12-03,4,оправдан
3356,18,2020-12-03,5,оправдан
3357,18,2020-12-03,6,оправдан
3358,331,2020-12-03,1,оправдан
3359,331,2020-12-03,2,оправдан
3360,331,2020-12-03,3,оправдан
3361,331,2020-12-03,4,оправдан
3362,331,2020-12-03,5,оправдан
3363,331,2020-12-03,6,оправдан
3364,222,2020-12-03,1,оправдан
3365,222,2020-12-03,2,оправдан
3366,222,2020-12-03,3,оправдан
3367,222,2020-12-03,4,оправдан
3368,222,2020-12-03,5,оправдан
3369,222,2020-12-03,6,оправдан
3370,112,2020-12-03,1,оправдан
3371,112,2020-12-03,2,оправдан
3372,112,2020-12-03,3,оправдан
3373,112,2020-12-03,4,оправдан
3374,112,2020-12-03,5,оправдан
3375,112,2020-12-03,6,оправдан
3376,213,2020-12-03,1,оправдан
3377,213,2020-12-03,2,оправдан
3378,213,2020-12-03,3,оправдан
3379,213,2020-12-03,4,оправдан
3380,213,2020-12-03,5,оправдан
3381,213,2020-12-03,6,оправдан
3382,290,2020-12-03,1,оправдан
3383,290,2020-12-03,2,оправдан
3384,290,2020-12-03,3,оправдан
3385,290,2020-12-03,4,оправдан
3386,290,2020-12-03,5,оправдан
3387,290,2020-12-03,6,оправдан
3388,173,2020-12-04,1,оправдан
3389,173,2020-12-04,2,оправдан
3390,173,2020-12-04,3,оправдан
3391,173,2020-12-04,4,оправдан
3392,173,2020-12-04,5,оправдан
3393,173,2020-12-04,6,оправдан
3394,173,2020-12-04,7,оправдан
3395,315,2020-12-04,1,оправдан
3396,315,2020-12-04,2,оправдан
3397,315,2020-12-04,3,оправдан
3398,315,2020-12-04,4,оправдан
3399,315,2020-12-04,5,оправдан
3400,315,2020-12-04,6,оправдан
3401,315,2020-12-04,7,оправдан
3402,268,2020-12-04,1,оправдан
3403,268,2020-12-04,2,оправдан
3404,268,2020-12-04,3,оправдан
3405,268,2020-12-04,4,оправдан
3406,268,2020-12-04,5,оправдан
3407,268,2020-12-04,6,оправдан
3408,268,2020-12-04,7,оправдан
3409,79,2020-12-04,1,оправдан
3410,79,2020-12-04,2,оправдан
3411,79,2020-12-04,3,оправдан
3412,79,2020-12-04,4,оправдан
3413,79,2020-12-04,5,оправдан
3414,79,2020-12-04,6,оправдан
3415,79,2020-12-04,7,оправдан
3416,182,2020-12-04,1,оправдан
3417,182,2020-12-04,2,оправдан
3418,182,2020-12-04,3,оправдан
3419,182,2020-12-04,4,оправдан
3420,182,2020-12-04,5,оправдан
3421,182,2020-12-04,6,оправдан
3422,182,2020-12-04,7,оправдан
3423,172,2020-12-04,1,оправдан
3424,172,2020-12-04,2,оправдан
3425,172,2020-12-04,3,оправдан
3426,172,2020-12-04,4,оправдан
3427,172,2020-12-04,5,оправдан
3428,172,2020-12-04,6,оправдан
3429,172,2020-12-04,7,оправдан
3430,220,2020-12-04,1,оправдан
3431,220,2020-12-04,2,оправдан
3432,220,2020-12-04,3,оправдан
3433,220,2020-12-04,4,оправдан
3434,220,2020-12-04,5,оправдан
3435,220,2020-12-04,6,оправдан
3436,220,2020-12-04,7,оправдан
3437,83,2020-12-04,1,оправдан
3438,83,2020-12-04,2,оправдан
3439,83,2020-12-04,3,оправдан
3440,83,2020-12-04,4,оправдан
3441,83,2020-12-04,5,оправдан
3442,83,2020-12-04,6,оправдан
3443,83,2020-12-04,7,оправдан
3444,250,2020-12-04,1,оправдан
3445,250,2020-12-04,2,оправдан
3446,250,2020-12-04,3,оправдан
3447,250,2020-12-04,4,оправдан
3448,250,2020-12-04,5,оправдан
3449,250,2020-12-04,6,оправдан
3450,250,2020-12-04,7,оправдан
3451,311,2020-12-07,1,оправдан
3452,311,2020-12-07,2,оправдан
3453,311,2020-12-07,3,оправдан
3454,311,2020-12-07,4,оправдан
3455,311,2020-12-07,5,оправдан
3456,311,2020-12-07,6,оправдан
3457,311,2020-12-07,7,оправдан
3458,281,2020-12-07,1,оправдан
3459,281,2020-12-07,2,оправдан
3460,281,2020-12-07,3,оправдан
3461,281,2020-12-07,4,оправдан
3462,281,2020-12-07,5,оправдан
3463,281,2020-12-07,6,оправдан
3464,281,2020-12-07,7,оправдан
3465,87,2020-12-07,1,оправдан
3466,87,2020-12-07,2,оправдан
3467,87,2020-12-07,3,оправдан
3468,87,2020-12-07,4,оправдан
3469,87,2020-12-07,5,оправдан
3470,87,2020-12-07,6,оправдан
3471,87,2020-12-07,7,оправдан
3472,146,2020-12-07,1,оправдан
3473,146,2020-12-07,2,оправдан
3474,146,2020-12-07,3,оправдан
3475,146,2020-12-07,4,оправдан
3476,146,2020-12-07,5,оправдан
3477,146,2020-12-07,6,оправдан
3478,146,2020-12-07,7,оправдан
3479,14,2020-12-07,1,оправдан
3480,14,2020-12-07,2,оправдан
3481,14,2020-12-07,3,оправдан
3482,14,2020-12-07,4,оправдан
3483,14,2020-12-07,5,оправдан
3484,14,2020-12-07,6,оправдан
3485,14,2020-12-07,7,оправдан
3486,185,2020-12-07,1,оправдан
3487,185,2020-12-07,2,оправдан
3488,185,2020-12-07,3,оправдан
3489,185,2020-12-07,4,оправдан
3490,185,2020-12-07,5,оправдан
3491,185,2020-12-07,6,оправдан
3492,185,2020-12-07,7,оправдан
3493,252,2020-12-07,1,оправдан
3494,252,2020-12-07,2,оправдан
3495,252,2020-12-07,3,оправдан
3496,252,2020-12-07,4,оправдан
3497,252,2020-12-07,5,оправдан
3498,252,2020-12-07,6,оправдан
3499,252,2020-12-07,7,оправдан
3500,24,2020-12-07,1,оправдан
3501,24,2020-12-07,2,оправдан
3502,24,2020-12-07,3,оправдан
3503,24,2020-12-07,4,оправдан
3504,24,2020-12-07,5,оправдан
3505,24,2020-12-07,6,оправдан
3506,24,2020-12-07,7,оправдан
3507,161,2020-12-07,1,оправдан
3508,161,2020-12-07,2,оправдан
3509,161,2020-12-07,3,оправдан
3510,161,2020-12-07,4,оправдан
3511,161,2020-12-07,5,оправдан
3512,161,2020-12-07,6,оправдан
3513,161,2020-12-07,7,оправдан
3514,1,2020-12-08,1,оправдан
3515,1,2020-12-08,2,оправдан
3516,1,2020-12-08,3,оправдан
3517,1,2020-12-08,4,оправдан
3518,1,2020-12-08,5,оправдан
3519,1,2020-12-08,6,оправдан
3520,1,2020-12-08,7,оправдан
3521,28,2020-12-08,1,оправдан
3522,28,2020-12-08,2,оправдан
3523,28,2020-12-08,3,оправдан
3524,28,2020-12-08,4,оправдан
3525,28,2020-12-08,5,оправдан
3526,28,2020-12-08,6,оправдан
3527,28,2020-12-08,7,оправдан
3528,78,2020-12-08,1,оправдан
3529,78,2020-12-08,2,оправдан
3530,78,2020-12-08,3,оправдан
3531,78,2020-12-08,4,оправдан
3532,78,2020-12-08,5,оправдан
3533,78,2020-12-08,6,оправдан
3534,78,2020-12-08,7,оправдан
3535,101,2020-12-08,1,оправдан
3536,101,2020-12-08,2,оправдан
3537,101,2020-12-08,3,оправдан
3538,101,2020-12-08,4,оправдан
3539,101,2020-12-08,5,оправдан
3540,101,2020-12-08,6,оправдан
3541,101,2020-12-08,7,оправдан
3542,220,2020-12-08,1,оправдан
3543,220,2020-12-08,2,оправдан
3544,220,2020-12-08,3,оправдан
3545,220,2020-12-08,4,оправдан
3546,220,2020-12-08,5,оправдан
3547,220,2020-12-08,6,оправдан
3548,220,2020-12-08,7,оправдан
3549,173,2020-12-08,1,оправдан
3550,173,2020-12-08,2,оправдан
3551,173,2020-12-08,3,оправдан
3552,173,2020-12-08,4,оправдан
3553,173,2020-12-08,5,оправдан
3554,173,2020-12-08,6,оправдан
3555,173,2020-12-08,7,оправдан
3556,317,2020-12-09,1,оправдан
3557,317,2020-12-09,2,оправдан
3558,317,2020-12-09,3,оправдан
3559,317,2020-12-09,4,оправдан
3560,317,2020-12-09,5,оправдан
3561,317,2020-12-09,6,оправдан
3562,317,2020-12-09,7,оправдан
3563,82,2020-12-09,1,оправдан
3564,82,2020-12-09,2,оправдан
3565,82,2020-12-09,3,оправдан
3566,82,2020-12-09,4,оправдан
3567,82,2020-12-09,5,оправдан
3568,82,2020-12-09,6,оправдан
3569,82,2020-12-09,7,оправдан
3570,195,2020-12-09,1,оправдан
3571,195,2020-12-09,2,оправдан
3572,195,2020-12-09,3,оправдан
3573,195,2020-12-09,4,оправдан
3574,195,2020-12-09,5,оправдан
3575,195,2020-12-09,6,оправдан
3576,195,2020-12-09,7,оправдан
3577,323,2020-12-09,1,оправдан
3578,323,2020-12-09,2,оправдан
3579,323,2020-12-09,3,оправдан
3580,323,2020-12-09,4,оправдан
3581,323,2020-12-09,5,оправдан
3582,323,2020-12-09,6,оправдан
3583,323,2020-12-09,7,оправдан
3584,159,2020-12-09,1,оправдан
3585,159,2020-12-09,2,оправдан
3586,159,2020-12-09,3,оправдан
3587,159,2020-12-09,4,оправдан
3588,159,2020-12-09,5,оправдан
3589,159,2020-12-09,6,оправдан
3590,159,2020-12-09,7,оправдан
3591,278,2020-12-09,1,оправдан
3592,278,2020-12-09,2,оправдан
3593,278,2020-12-09,3,оправдан
3594,278,2020-12-09,4,оправдан
3595,278,2020-12-09,5,оправдан
3596,278,2020-12-09,6,оправдан
3597,278,2020-12-09,7,оправдан
3598,287,2020-12-09,1,оправдан
3599,287,2020-12-09,2,оправдан
3600,287,2020-12-09,3,оправдан
3601,287,2020-12-09,4,оправдан
3602,287,2020-12-09,5,оправдан
3603,287,2020-12-09,6,оправдан
3604,287,2020-12-09,7,оправдан
3605,131,2020-12-09,1,оправдан
3606,131,2020-12-09,2,оправдан
3607,131,2020-12-09,3,оправдан
3608,131,2020-12-09,4,оправдан
